9,"['外观', '非常', '大气', '恒温', '效果', '水量', '充足', '噪音', '很小', '出水', '速度', '快', '安装', '服务', '新', '产品', '能耗', '更', '低', '燃气', '热水器', '已经', '10', '年', '换成', '新', '更', '放心', '更', '安全']"
10,"['自营', '热水器', '品牌', '放心', '物流', '速度', '自然', '没', '的说', '外观设计', '简洁', '大方', '温度', '显示', '清晰', '操作', '非常', '简单', '水', '快', '噪音', '情况', '接受', '范围', '温度', '水压', '变化', '没有', '起伏', '能耗', '行', '安装', '服务', '到位', '非常']"
11,"['十年', '热水器', '终于', '坏', '不得不', '佩服', '质量', '没有', '出过', '故障', '超龄', '服役', '这么久', '考虑', '已经', '没有', '继续', '维修', '必要', '品质', '认可', '继续', '购买', '热水器', '下单', '第二天', '送到', '安装', '很快', '几乎', '同步', '到达', '效率', '太', '高', '新', '热水器', '12', '升', '原来', '10', '升大', '一点', '出水', '速度', '热水', '速度', '快', '很多', '新', '恒温', '厨房', '浴室', '用水', '不会', '忽冷忽热', '影响', '热水器', '工作', '时', '声音', '原来', '很多', '不会', '觉得', '明显', '噪音', '二级', '能耗', '确保', '不会', '太', '耗电', '加上', '强排', '觉得', '安全', '安心', '款', '热水器', '完全', '满足', '家庭', '使用', '需求', '重要', '价格', '实惠', '性价比', '非常', '高', '购物', '体验', '非常']"
12,"['618', '做', '活动', '买', '价格', '比较', '实惠', '发货', '快', '两天', '收到', '外观', '不锈钢', '容易', '清理', '安装', '蛮', '安装', '好用', '太', '恒温', '设置', '温度', '开', '热水', '强', '排式', '安全']"
13,"['热水器', '质量', '外观设计', '大气', '上档次', '精准', '控制', '水温', '热水器', '声音', '出', '热水', '速度', '快', '安装', '干活', '熟练', '细心', '周到', '非常', '感谢', '客服', '感谢', '售后', '会', '回购', '非常', '满意', '次', '购物']"
14,"['热水器', '质量', '外观', '大气', '精准', '控制', '水温', '声音', '听', '舒服', '热水', '出', '快', '安装', '干活', '熟练', '非常', '感谢', '客服', '感谢', '售后', '已经', '第二次', '购买']"
15,"['外形', '外观', '漂亮', '时尚', '科技', '感', '恒温', '效果', '很好', '噪音', '大小', '出水', '速度', '出水', '有力', '安装', '服务', '安装', '服务', '耗能', '情况', '能耗', '低']"
16,"['年', '漏水', '不能', '挑选', '款', '12', '升', '送到', '刚', '安装', '完', '很大', '气', '出水', '快', '噪音', '接受', '安装', '俩', '小伙子', '非常', '快捷', '利索', '点', '赞', '品牌', '信得过', '美好生活', '新', '燃气', '热水器', '哈哈哈']"
17,"['选', '好久', '一眼', '21', '年', '电风扇', '最终', '选', '物流', '速度', '很快', '第二天', '安装', '热水器', '燃气灶', '一起', '安装', '热水器', '整体', '简单', '大方', '显示', '清晰', '出水', '温度', '恒定', '燃烧', '声音', '很小', '没', '选错', '品牌']"
18,"['外形', '外观', '很漂亮', '颜值', '高', '看上去', '档次', '高', '外形', '恒温', '效果', '洗菜', '洗碗', '38', '度', '正好', '恒温', '效果', '理想', '噪音', '大小', '基本', '没什么', '声音', '厨房', '安装', '出水', '速度', '出水', '速度', '杠杠', '流畅', '速热', '效果', '安装', '服务', '安装', '满意', '专业', '服务', '不错', '耗能', '情况', '接受', '范围']"
19,"['物流', '速度', '很快', '送货', '入户', '外观', '保护', '完好', '服务态度', '提前', '预约', '安装', '热水器', '描述', '相符', '外观设计', '简洁', '大气', '不失', '时尚', '气息', '银灰色', '拉丝', '面板', '非常', '操控', '面板', '简便', '调节', '温度', '方便', '热水', '出水', '很快', '声音', '比较', '水量', '水温', '很大', '稳定']"
20,"['热水器', '外形', '简洁', '银色', '磨砂', '质地', '加上', '黑色', '按键', '非常', '高级', '水温', '调节', '稳定', '不会', '忽冷忽热', '水量', '很大', '加热', '很快', '关掉', '开', '很快', '热水', '衔接', '热水器', '工作', '状态', '声音', '不大', '没有', '噪音', '按键', '三个', '操作', '非常', '方便', '不得不', '赞', '客服', '下单', '一直', '客服', '联系', '确定', '送货', '安装时间', '送货', '安装', '非常感谢']"
21,"['原来', '买', '杂牌', '热水器', '坏', '坏', '洗', '澡', '安生', '618', '活动', '索性', '买', '一个', '热水器', '首选', '品牌', '自然', '品牌', '非常', '值得', '信赖', '年', '保修', '售后', '非常', '放心', '安装', '安装', '非常', '细心', '免费', '安装', '体验', '极', '高', '总体', '非常', '满意', '赞赞', '赞', '出品', '必', '属', '精品']"
22,"['外形', '外观', '外观', '时尚', '好看', '质量', '不错', '手感', '款式', '大方', '耐看', '做工', '品牌', '放心', '恒温', '效果', '恒温', '效果', '稳定', '不错', '家人', '冷热水', '调试', '非常', '方便', '噪音', '大小', '噪音', '很小', '声音', '出水', '速度', '出水', '速度', '快', '容量', '低', '水压', '安装', '服务', '安装', '到位', '服务态度', '满分', '耗能', '情况', '正常', '使用']"
23,"['外形', '外观', '大气', '好看', '恒温', '效果', '水温', '恒温', '噪音', '大小', '声音', '很小', '出水', '速度', '出水', '很快', '安装', '服务', '服务到位', '耗能', '情况', '耗能', '适中']"
24,"['外形', '外观', '外观', '造型', '漂亮', '时尚', '大方', '不落俗套', '恒温', '效果', '恒温', '效果', '很棒', '超级', 'nice', '噪音', '大小', '噪音', '稳定', '耐用', '出水', '速度', '出水', '速度', '快', '安装', '服务', '安装', '认真负责', '仔细', '必须', '好评', '点', '赞', '耗能', '情况', '能耗', '低', '节能', '环保', '非常', '非常', '好评', '好评', '推荐', '购买', '品牌']"
25,"['赶上', '双', '十二', '做', '活动', '超级', '划算', '下单', '足足', '便宜', '两', '大毛', '品牌', '品牌', '质量', '更', '不用', '说', '肯定', '保障', '机器', '外观', '简单', '大气', '颜色', '大气', '上档次', '可比', '两千', '中', '高端', '机型', '使用', '起来', '非常', '方便', '十二', '升', '足够', '一个', '家庭', '正常', '使用', '性价比', '超高', '一款', '热水器', '推荐', '购买']"
26,"['性价比', '非常', '高', '活动', '购买', '安装', '免费', '出水', '效果', '出水', '速度', '特别', '快', '耗能', '低', '噪音', '很大', '颜值', '高', '水温', '非常适合', '随意', '调', '高', '调低', '灵活', '品牌', '一直', '非常', '信任', '非常', '不错']"
27,"['热水器', '安装', '迅速', '调试', '正常', '噪音', '操作', '简单', '方便', '安装', '服务', '满意']"
28,"['外形', '外观', '外形', '外观', '很漂亮', '大面积', '黑色', '显得', '高档', '第一眼', '看上去', '像是', '档次', '没有', '通', '燃气', '没有', '办法', '通气', '实验', '先', '安装', '安装', '服务', '安装', '服务', '迅速', '态度', '积极', '没有', '沟通', '问题', '价位', '应该', '便宜', '实惠', '的等', '通气', '做', '评论']"
29,"['外形', '外观', '大方', '传统', '恒温', '效果', '没', '使用', '回评', '噪音', '大小', '基本', '原来', '老板', '牌', '出水', '速度', '流畅', '安装', '服务', '师父', '非常', '耗能', '情况', '级', '能耗']"
30,"['外形', '外观', '外观', '大气', '外形', '美观', '恒温', '效果', '效果显著', '恒温', '比较稳定', '噪音', '大小', '噪音', '极小', '效果', '非常', '满意', '出水', '速度', '出水', '速度', '快', '很多', '非常', '满意', '产品', '安装', '服务', '安装', '比较', '细心', '需要', '出水', '试', '一次', '非常感谢', '安装', '耗能', '情况', '用气', '没有', '试', '相信', '产品']"
31,"['燃气', '热水器', '安装', '服务到位', '旧机', '换', '新机', '烟道', '水管', '需要', '更', '时间', '很快', '短短', '二十分钟', '左右', '测试', '一下', '讲讲', '热水器', '没有', '多余', '功能', '家用', '足够', '水量', '合适', '温度', '可调', '高低', '高温', '提示', '防', '烫伤', '贴心']"
32,"['送货', '安装', '急', '没', '吃', '午饭', '的来', '帮', '安装', '服务态度', '非常', '安装', '细心', '耐心', '地教', '热水器', '出水', '自动', '调节', '温度', '调节', '合适', '水温', '两头跑', '自带', '抽', '废气', '出去', '感觉', '放心']"
33,"['外观', '美观', '出水', '温度', '很稳', '噪音', '特别', '出水', '速度', '特别', '快', '安装', '很快', '到位']"
34,"['热水器', '感觉', '便宜', '外形', '时尚', '大方', '店里', '买', '便宜', '太', '店里', '华弟', '真的', '贵', '这款', '仅仅', '需要', '价格', '买到', '非常', '棒', '出水量', '很大', '热', '速度', '很快', '总体', '绝对', '物美价廉', '绝对', '值得', '购买', '安装', '热心']"
35,"['质量', '非常', '用用', '安装', '安装', '挺好', '质量', '挺', '挺不错', '出', '热水', '挺顺', '时间', '长', '看看', '知道', '不能', '时间', '长', '相信', '品牌', '不错', '一直', '买', '很多']"
36,"['整体', '不错', '外观', '外形', '简洁', '大气', '恒温', '效果', '没有', '忽冷忽热', '效果', '不错', '出水', '速度', '比较满意', '安装', '服务', '货', '联系', '安装', '安装', '专业', '服务', '耗能', '情况', '太', '清楚', '没', '概念', '购物', '满意', '物流', '好评']"
37,"['好评', '物流', '很快', '送货', '商品', '功能齐全', '操作', '简单', '家人', '很快', '手', '温度', '显示', '醒目', '外观', '拉丝', '银', '简约', '时尚', '安装', '安装操作', '专业', '细心', '此款', '热水器', '性价比', '高', '质保', '期', '年', '品牌', '值得', '信赖', '外形', '外观', '简约', '时尚', '恒温', '效果', '不错', '温度', '稳定', '噪音', '大小', '安装', '服务', '专业', '细心']"
38,"['产品', '非常', '不错', '很多', '家电', '产品', '价格', '方面', '一直', '比较', '亲民', '老', '热水器', '坏', '第一', '时间', '想到', '品牌', '物流', '非常', '快捷', '第二天', '送到', '安装', '联系', '安装', '已经', '推荐', '朋友', '需要', '购买']"
39,"['外形', '外观', '外观', '不错', '造型', '美观', '恒温', '效果', '热', '稳定', '效果', '噪音', '大小', '噪音', '满意', '出水', '速度', '出水', '快速', '使用方便', '安装', '服务', '送货上门', '快速', '便捷', '耗能', '情况', '节能', '环保']"
40,"['已经', '收到', '个人', '觉得', '特别', '售后', '免费', '拆装', '非常', '热情', '开关', '水', '几乎', '秒', '热', '声音', '稍微', '有点', '接受', '推荐', '购买']"
41,"['品牌', '值得', '信赖', '线条', '流畅', '优美', '机身', '小巧', '漂亮', '安', '房间', '装修', '品', '漂亮', '占地', '快速', '热水', '不用', '多久', '安', '无噪音', '时', '没有', '声音', '外观', '漂亮', '上档次', '买', '几台', '安装', '快速', '送货', '安装', '两个', '地方', '使用', '热水', '完全', '没有', '问题', '12', '水量']"
42,"['安装', '服务', '作', '专业', '服务周到', '安全', '细致', '尤其', '疫情', '非常', '时期', '急', '客户', '所急', '工作人员', '工作服', '佩戴', '口罩', '防护', '点', '赞', '出水', '速度', '出水', '快', '视频', '拍', '声音', '放', '自来水', '声音', '热水器', '声音', '不错']"
43,"['品牌', '值得', '信赖', '双十', '抢', '超级', '划算', '安装', '耐心', '热情', '两次', '第一次', '量尺寸', '圈定', '打眼', '位置', '第二次', '安装', '不厌其烦', '讲解', '使用', '方法', '出水', '恒温', '水流', '挺', '敏感', '启动', '型号', '电热水器', '省', '不少', '钱', '哈哈哈', '电']"
44,"['外形', '外观', '品牌', '放心', '恒温', '效果', '恒温', '41', '℃', '洗澡', '舒适', '噪音', '大小', '接受', '出水', '速度', '出水', '速度', '快', '操作', '简单', '安装', '服务', '服务到位', '物流', '很快', '耗能', '情况', '低能耗', '高效率']"
45,"['外形', '外观', '精美绝伦', '恒温', '效果', '持续', '温度', '噪音', '大小', '很小', '噪音', '很多', '出水', '速度', '出', '热水', '很快', '安装', '服务', '满意', '非常', '完美', '耗能', '情况', '节能', '清楚', '标的', '能耗', '级', '应该']"
46,"['外形', '外观', '外形', '屏幕显示', '效果', '恒温', '效果', '精准', '控制', '水温', '噪音', '大小', '运行', '出水', '速度', '热水', '出水', '快', '安装', '服务', '安装', '态度', '极好', '清洁', '做', '必须', '点', '赞', '耗能', '情况', '能耗', '控制', '省气', '省心']"
47,"['外形', '外观', '简洁', '大方', '恒温', '效果', '不错', '开火', '一小', '会儿', '水温', '稳定', '智能', '温控', '全程', '恒温', '几天', '来评', '没有', '出现', '水温', '变化', '忽冷忽热', '情况', '噪音', '大小', '正常', '没有', '不会', '吵', '接受', '出水', '速度', '正常', '挺快', '安装', '服务', '服务', '挺', '提前', '联系', '态度', '专业', '收费', '专业', '透明']"
48,"['外形', '外观', '简洁', '磨砂', '银色', '显', '档次', '大屏', '数字', '显示', '清晰', '恒温', '效果', '出水', '热', '温度', '恒定', '不会', '时', '凉', '时', '热', '洗澡', '舒适', '担心', '水温', '噪音', '大小', '噪音', '运行', '稳定', '出水', '速度', '打开', '运行', '速度', '快', '出水', '温度', '提高', '快', '安装', '服务', '发货', '送货', '快', '安装', '服务', '安装', '熟练', '心细', '到位', '耗能', '情况', '能耗', '低热', '效高', '省心', '省气', '安全可靠']"
49,"['颜色', '银白色', '干净', '高级', '颜色', '打开', '热水管', '很快', '出', '热水', '恒温', '效果', '没有', '出现', '留', '冷水', '情况', '出水', '速度', '很快', '水流', '很大', '运行', '声音', '正常', '安装', '速度', '非常', '快', '送货', '第二天', '安装', '安装', '专业', '比较', '省', '电', '满意', '一次', '购物']"
50,"['外形', '外观', '外形', '大小', '合适', '美观', '一体', '突出', '按键', '恒温', '效果', '恒温', '效果', '气温', '设定', '39', '度', '水温', '洗澡时', '噪音', '大小', '声音', '轻', '无噪音', '出水', '速度', '出水', '速度', '很快', '安装', '服务', '安装', '准时', '安装', '过程', '告知', '注意事项', '安装', '到位', '进行', '调试', '耗能', '情况', '二级', '能耗', '省', '电']"
51,"['天然气', '非常', '做工', '精品', '外壳', '拉丝', '工艺', '拉', '相当', '到位', '没有', '一丝', '瑕疵', '直接', '插', '电', '供电', '省去', '日常', '更换', '电池', '烦恼', '安装', '技术', '厉害', '刚好', '烟口', '刚好', '伸出', '防盗网', '担心', '吸入', '废气', '废气', '外', '排放', '天然气', '尤为', '满意', '没想到', '越早', '越好', '会', '经常', '光顾', '商品', '优先', '考虑']"
52,"['一周', '体验', '很快', '出', '热水', '没什么', '声音', '燃气灶', '烧气', '声音', '安装', '专业', '客气', '几分钟', '弄', '满意']"
53,"['热水器', '不愧为', '品牌', '做工', '不错', '使用', '材质', '厚道', '不锈钢', '拉丝', '面板', '屏幕显示', '很漂亮', '运行', '时', '声音', '比较', '老年人', '说', '烟道', '式', '声音', '出水', '温度', '稳定', '不会', '忽高忽低', '12', '升', '铜', '水箱', '确实', '力', '安装', '专业', '安装', '价格', '透明', '不错']"
54,"['一家', '口', '使用', '容积', '量', '够够', '关键', '价格', '实惠', '安装', '买', '安装', '使用', '天', '时间', '特别', '快', '物流', '这方面', '力', '已经', '一段时间', '评价', '没有', '问题', '说', '质保', '年', '不错', '喜欢', '电器', '推荐']"
55,"['物流', '力', '618', '零点', '单', '618', '619', '安装', '两个', '安装', '干活', '态度', '半个', '小时', '搞定', '细心地', '缝隙', '封', '一遍', '赞', '一个', '机器', '外观', '简洁', '漂亮', '操作', '方便', '简单', '噪音', '接受', '出水量', '再也', '没有', '原来', '忽冷忽热', '感觉', '能耗', '没', '体会', '估计', '不会']"
56,"['外形', '外观', '燃气', '热水器', '销量', '第一', '外观', '简洁', '大方', '恒温', '效果', '燃气', '热水器', '恒温', '效果', '最好', '洗澡', '体验', '最好', '一直', '洗', '直爽', '噪音', '大小', '杂', '水', '声音', '热水器', '运行', '声音', '忽略不计', '出水', '速度', '取决于', '你家', '水压', '大小', '满意', '安装', '服务', '非常', '态度', '非常', '迅速', '耗能', '情况', '相对来说', '燃气', '便宜', '洗澡', '方式']"
57,"['恒温', '效果', '出水', '温度', '恒定', '水压', '偏', '热水器', '忽冷忽热', '这款', '较好', '解决', '安装', '服务', '预约', '安装', '非常', '便捷', '送货', '第二天', '安装', '疫情', '效率', '不错']"
58,"['买', '多次', '商品', '空调', '冰箱', '灶具', '热水器', '买', '六台', '父母', '两台', '一台', '三台', '好用', '没有', '出现', '问题', '款', '热水器', '价格', '极其', '便宜', '同样', '保修', '六年', '懂', '自然', '会', '买', '一两千', '没有', '质', '区别', '少', '功能']"
59,"['外形', '外观', '好看', '银色', '干净', '安装', '服务', '小哥', '服务', '耐心', '老乡', '亲切', '耗能', '情况', '没有', '投入使用', '会', '追加']"
60,"['外形', '外观', '外形', '非常', '美观', '恒温', '效果', '整体', '使用', '不错', '噪音', '大小', '噪音', '稍微', '有点', '出水', '速度', '出水', '速度', '很快', '热水器', '坏', '估计', '水压', '太', '低', '打不着', '火', '洗', '冷水澡', '换', '这款', '再也', '没', '出现', '情况', '爆棚', '物流', '很快', '第二天', '到货', '安装', '很快', '安装', '态度', '整体', '使用', '非常', '满意', '值得', '推荐']"
61,"['送货上门', '速度', '很快', '满意', '热水器', '非常', '外形', '非常', '简洁', '银色', '磨砂', '质地', '加上', '黑色', '按键', '非常', '高级', '水温', '调节', '稳定', '不会', '忽冷忽热', '水量', '很大', '加热', '很快', '关掉', '开', '很快', '热水', '衔接', '热水器', '工作', '状态', '声音', '不大', '没有', '噪音', '按键', '三个', '操作', '非常', '方便', '不得不', '赞', '客服', '下单', '一直', '客服', '联系', '确定', '送货', '安装时间', '尤其', '新冠', '病毒', '隔离', '特殊', '时期', '送货', '安装', '非常感谢']"
62,"['时尚', '大方', '没有', '噪音', '出水', '速度', '很快', '安装', '仔细', '负责', '物流', '一如既往', '快']"
63,"['外形', '外观', '金属', '质感', '高大', '恒温', '效果', '安装', '完', '马上', '使用', '一下', '热水', '很快', '温度', '噪音', '大小', '无所谓', '排气', '顺畅', '行', '出水', '速度', '赞', '一小', '出', '热水', '正常', '范围', '耗能', '情况', '天然气', '烧', '热水', '烧', '正常', '耗能', '安装', '服务', '收货', '安装', '安装', '速度', '快', '赞赞']"
64,"['外形', '外观', '简洁', '大方', '外形', '不锈钢', '拉丝', '面板', '高档', '大气', '恒温', '效果', '小户型', '使用', '完全', '没', '问题', '恒温', '效果', '噪音', '大小', '几乎', '没', '噪音', '出水', '速度', '速度', '快', '可能', '近', '安装', '服务', '表扬', '物流', '送货', '服务', '比较', '偏远', '地方', '隔天', '送货上门', '安装', '服务', '人员', '态度', '超好', '动作', '利索', '换', '新机', '额外', '材料费', '没有', '棒']"
65,"['热水器', '很快', '送来', '安装', '马上', '安装', '敬业', '专业', '技术', '强', '操作', '娴熟', '作风过硬', '干', '活', '净', '利索', '赞誉', '热水器', '品牌', '质量', '保证', '水热', '快', '出水', '温度', '调节', '方便', '价格', '优惠', '产品']"
66,"['外形', '外观', '燃气', '热水器', '外观设计', '漂亮', '档次', '高', '耐看', '恒温', '效果', '温度', '精准', '温差', '噪音', '大小', '噪音', '不大好', '正常', '范围', '出水', '速度', '出水', '速度', '非常', '快', '安装', '服务', '安装', '速度', '非常', '快', '不用', '包装', '材料', '免费', '耗能', '情况', '耗能', '高']"
67,"['外观', '简洁', '大方', '性价比', '高', '非常', '超值', '使用', '简单', '开关', '温度', '设定', '方便', '支持', '老楼', '低', '水压', '启动', '出水', '稳定', '热得快', '安装', '快捷', '明码标价', '配件', '买', '稍微', '贵', '一点点', '建议', '自备', '燃气管', '丝扣', '没有', '额外', '费用']"
68,"['外形', '外观', '款式', '新颖', '屏幕显示', '范儿', '恒温', '效果', '精准', '控制', '水温', '洗澡', '舒服', '噪音', '大小', '运行', '基本', '没什么', '噪音', '出水', '速度', '水', '很快', '速热型', '安装', '服务', '厂家', '送货', '包', '安装', '安装', '认真', '细心', '确保', '没有', '问题', '耗能', '情况', '低耗', '放心使用', '品牌', '值得', '推荐', '一直', '信赖']"
69,"['外形', '外观', '喜欢', '款式', '外观', '简易', '大气', '智能', '触摸', '大屏', '显示', '恒温', '效果', '自动', '感应', '恒温', '断电', '继续', '运作', '达到', '预设', '温度', '噪音', '大小', '说', '款', '确实', '不错', '工作', '时', '声音', '无噪音', '感', '出水', '速度', '快速', '出', '热水', '供水量', '挺大', '满足', '家庭', '需求', '安装', '服务', '务', '态度', '耗能', '情况', '超级', '节能']"
70,"['相信', '品牌', '力量', '电视', '说', '热水器', '外观设计', '简洁明了', '操作', '简单', '方便', '适合', '爸妈', '使用', '恒温', '水温', '不会', '时冷时热', '燃气', '有点', '声音', '热水器', '差不多', '接受', '安装']"
71,"['租', '房子', '原来', '强', '排机', '坏', '突然', '不能', '郁闷', '疫情', '找', '不到', '修', '买', '送货', '超快', '两天', '送到', '换上去', '安全', '没有', '请', '安装', '小区', '允许', '人员', '进入', '热水器', '挺', '造型', '简单', '大方', '使用', '简单', '恒温', '效果', '水', '温度', '很好', '产品价格', '实惠', '超赞']"
72,"['外形', '外观', '外观设计', '简洁', '大方', '显示屏', '很大', '一目了然', '恒温', '效果', '精准', '控制', '温度', '调节', '温度', '方便', '噪音', '大小', '运行', '平稳', '没有', '澡音', '出水', '速度', '热水', '出', '很快', '开', '热', '安装', '服务', '安装', '工作', '认真负责', '耗能', '情况', '能耗', '控制', '节省', '煤气', '开', '送货', '服务态度', '会', '购买']"
73,"['恒温', '效果', '停顿', '仍然', '会', '出', '相同', '温度', '水', '外形', '外观', '简洁', '大方', '噪音', '大小', '很小', '安装', '服务', '安装', '快速']"
74,"['外形', '外观', '外形', '美观', '大气', '恒温', '效果', '精准', '控制', '水温', '洗澡', '舒适', '噪音', '大小', '运行', '出水', '速度', '热水', '出水', '很快', '开', '热', '安装', '服务', '安装', '技术', '高', '服务态度', '耗能', '情况', '耗能', '控制', '很好', '省气', '省心']"
75,"['热水器', '外观', '整体', '看起来', '不错', '质量', '没得', '讲', '恒温', '效果', '不错', '多少度', '水', '选择', '多少度', '不错', '噪音', '比起', '买', '噪音', '很小', '出水', '速度', '很快', '几秒', '热', '赞', '一个', '安装', '服务', '到位', '热勤', '耗能', '很小', '品质', '值得', '购买']"
76,"['外形', '外观', '简单', '大方', '出水', '速度', '很快', '安装', '服务', '父', '特别', '安装', '比较', '精细', '用户', '考虑', '省', '不少', '钱', '噪音', '大小', '噪音', '不大', '送货', '特别', '快', '损坏', '快递', '小哥', '点', '赞']"
77,"['电器', '名牌', '空调', '更好', '热水器', '喜欢', '效果', '不冷不热', '刚刚', '温度', '45', '度', '很巴', '适']"
78,"['安装', '非常', '家电', '送货', '很快', '买', '送到', '预约', '第二天', '安装', '准时', '联系', '装', '老房子', '城区', '一定', '距离', '安装', '准时到达', '进屋', '马上', '安装', '安装', '收拾', '干净', '家电', '值得', '信赖', '热水器', '使用', '方便', '恒温', '温度', '合适', '声音', '稍']"
79,"['外形', '外观', '简单', '大方', '方便', '实用', '恒温', '效果', '测试', '一下', '温度', '不错', '噪音', '大小', '很小', '接受', '出水', '速度', '出水', '很大', '安装', '服务', '服务态度', '服务质量', '耗能', '情况', '二级', '节能', '快递', '速度', '很快', '售后', '安装', '认真', '排管', '很漂亮', '牌子', '值得', '信赖', '安装', '费用', '少', '点']"
80,"['外观', '时尚', '简约', '水温', '恒温', '运行', '时', '噪音', '比较', '出水', '流畅', '能耗', '等级', '低', '性价比', '很高', '一款', '热水器', '赞']"
81,"['外包装', '完整无损', '外形', '设计', '简洁', '明快', '操作', '简单', '易', '掌握', '启动', '声音', '很小', '出', '水温', '足量', '供', '热水', '迅速', '售后', '安装', '跟进', '迅速', '安装', '人员', '服务到位', '安装', '结束', '清理', '干净', '工作', '态度', '认真负责', '物超所值', '非常', '值得', '推荐', '购买', '一款', '热水器']"
